longname,"Agriculture, forestry, fishing and hunting %","Agriculture, forestry, fishing and hunting % [StatCan]","Mining, quarrying, and oil and gas extraction %","Mining, quarrying, and oil and gas extraction % [StatCan]",Accommodation and food services %,Accommodation and food services % [StatCan],"Arts, entertainment, and recreation %","Arts, entertainment, and recreation % [StatCan]",Construction %,Construction % [StatCan],Educational services %,Educational services % [StatCan],Health care and social assistance %,Health care and social assistance % [StatCan],Finance and insurance %,Finance and insurance % [StatCan],Real estate and rental and leasing %,Real estate and rental and leasing % [StatCan],Information %,Information % [StatCan],Manufacturing %,Manufacturing % [StatCan],"Other services, except public administration %","Other services, except public administration % [StatCan]",Administrative and support and waste management services %,Administrative and support and waste management services % [StatCan],Management of companies and enterprises %,Management of companies and enterprises % [StatCan],"Professional, scientific, and technical services %","Professional, scientific, and technical services % [StatCan]",Public administration %,Public administration % [StatCan],Retail trade %,Retail trade % [StatCan],Transportation and warehousing %,Transportation and warehousing % [StatCan],Utilities %,Utilities % [StatCan],Wholesale trade %,Wholesale trade % [StatCan]
"Suðurnes, Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madonas novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British (UK), British Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aizkraukles novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chobe, Botswana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vrapčište, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint James, Barbados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ocnița, Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herceg-Novi, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Augšdaugavas novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tubas, State of Palestine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kuldīgas novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toledo, Belize",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Radoviš, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Centro Sur, Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valgamaa, Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Võrumaa, Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inchiri, Mauritania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ratak Chain, Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Andrew, Grenada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dobeles novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Port of Spain, Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rach'a-Lechkhumi-Kvemo Svaneti, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Limbažu novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dubăsari, Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahvenanmaan maakunta, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krāslavas novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suðurland, Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pljevlja, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mé-Zóchi, São Tomé and Príncipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charlotte, Saint Vincent and the Grenadines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rezina, Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenska Bistrica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santa Catarina do Fogo, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nickerie, Suriname",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sal, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guna Yala, Panama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flores, Uruguay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krško, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Temotu, Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ludzas novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tearce, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sopište, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tsirang, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trashi Yangtse, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuyuni-Mazaruni, Guyana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brežice, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Point Fortin, Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ghāt, Libya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Budva, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gevgelija, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Põlvamaa, Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mārupes novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dagana, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rožaje, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vinica, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Škofja Loka, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Remich, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Addu, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jõgevamaa, Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A'ana, Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rēzekne, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint George, Dominica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Debar, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptuj, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kriva Palanka, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kotor, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Žalec, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ribeira Grande, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saramacca, Suriname",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atua, Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ķekavas novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ropažu novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Järvamaa, Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danilovgrad, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dondușeni, Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesenice, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boa Vista, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhemgang, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alto Paraguay, Paraguay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grosuplje, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gulbenes novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piran, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Negotino, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Redange, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miladhunmadulu Uthuruburi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andorra la Vella, Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Želino, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thiladhunmathee Dhekunuburi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batanes, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Balvu novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Šentjur, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vrhnika, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint George, Barbados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cantagalo, São Tomé and Príncipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marowijne, Suriname",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Basarabeasca, Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Radovljica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bumthang, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ajdovščina, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Preiļu novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smiltenes novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Echternach, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clervaux, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Appenzell Innerrhoden, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murska Sobota, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Läänemaa, Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coronie, Suriname",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salaspils novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ilinden, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sevnica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micoud, Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sveti Nikole, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ivančna Gorica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olaines novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Praia, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wiltz, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hahdhunmathi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kommuneqarfik Sermersooq, Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delčevo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vasilevo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Izola, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thiladhunmathee Uthuruburi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ulcinj, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenj Gradec, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lhuentse, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medvode, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kočevje, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lembá, São Tomé and Príncipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Litija, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trbovlje, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Postojna, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tržič, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zagorje ob Savi, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vesturland, Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alūksnes novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Resen, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Probištip, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Grand Bahama, The Bahamas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anguilla (UK), Anguilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cook Islands (NZ), Cook Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vieux Fort, Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trongsa, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Andrew, Saint Vincent and the Grenadines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cetinje, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pema Gatshel, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint David, Grenada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logatec, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sežana, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Thomas, Barbados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encamp, Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Patrick, Grenada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Črnomelj, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Berovo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tivat, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kolhumadulu, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevis, Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ralik Chain, Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ilirska Bistrica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São Domingos, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Escaldes-Engordany, Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dolneni, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haa, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laško, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenske Konjice, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brvenica, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São Salvador do Mundo, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ādažu novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lobata, São Tomé and Príncipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ariatholhu Dhekunuburi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yap, Micronesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trebnje, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aračinovo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maalhosmadulu Dhekunuburi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emberá, Panama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maaleatholhu, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brokopondo, Suriname",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennery, Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huvadhuatholhu Dhekunuburi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Likoma, Malawi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Torba, Vanuatu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoče-Slivnica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brezovica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miladhunmadulu Dhekunuburi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Govĭ-Sümber, Mongolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bosilovo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fa'asaleleaga, Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Novo Selo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ash Shamāl, Qatar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Idrija, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palauli, Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Škofljica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rogaška Slatina, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austurland, Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ventspils novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tolmin, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faadhippolhu, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valandovo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuzi, Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cerknica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petrovec, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ormož, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Līvānu novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Punakha, Bhutan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valkas novads, Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenadines, Saint Vincent and the Grenadines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huvadhuatholhu Uthuruburi, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Paul, Dominica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Potaro-Siparuni, Guyana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Qeqqata Kommunia, Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Temburong, Brunei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wallis and Futuna, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ljutomer, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vava'u, Tonga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Barthelemy, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lendava, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kruševo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuvammulah, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kratovo, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint George, Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ravne na Koroškem, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La Massana, Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Šoštanj, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Peter, Barbados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Lucy, Barbados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Šmarje pri Jelšah, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ribnica, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São Filipe, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ribeira Grande de Santiago, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vojnik, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soufrière, Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Šentilj, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mengeš, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laborie, Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santa Cruz, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Porto Novo, Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dobrova-Polhov Gradec, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hrastnik, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Andrew, Dominica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dravograd, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenart, Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anse la Raye, Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central Abaco, The Bahamas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mavrovo i Rostuša, North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
